Property Type,Status,Street Name,Street Type,County,Area,Car Storage,Description,Bsmt Size,Type,Near By,Style,Construction,Roofing,Elementary,Junior High,Senior High,School District,Zoned,Terms,Addl Terms,Earnest Ck To,Possession,Exclusions,Var Comm,LTD Srvc,Exclusive Agency,Legal,EW Direction,NS Direction,Heat,Sewer,Water,Name,Listing Office,Seller Type,Entered By,Entered Where,Internet Ads,Photo Count,Latitude,Longitude,Baths,Beds,SqFt,Fin SqFt,Total SqFt,PSF,PSF Fin,Zip,Spaces,Bsmt SqFt,Upper Beds,Fireplaces,Year Built,Min Earnest,Buyers Agency,Trans Br,Taxes,EW#,Acres,Lot Size,Curr DOM,Total DOM,NS#,Concession Amt,Curr List Price
Res,S,CEDARIDGE,Way,DOUG,DHL,"Garage,Attached","Air Cond-Central,Ceiling Fan,Cable Installed,Covered Patio,Cook Top,Dbl Pane Wndw,Dryer,Disposal,Dishwasher,Eating Sp/Kit,Fence,Loft,Microwave Oven,Media Room,Newer Carpet,Newer Paint,Pool Community,Patio,Refrigerator,Remodeled,Sprinkler,Washer",Full,Detach Singl Fam,,Two Story,Frame,Concrete Tile,Saddle Ranch             ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,GUARDIAN TITLE,DOD,CURTAINS,No,No,Excl Right,LOT 45 HIGHLANDS RANCH #118-F. 0.130 AM/L,East,South,"Forced Air, Gas",Public,Public,Alana Hankins,COLDWELL BANKER RESIDENTIAL 44,Individual,CM,BO,Yes,19,39.533547,-105.00492,3,3,1315,1744,1744,209.89,158.26,80129,2,429,3,,1996,2500,2.8,2.8,1784,1200,0.13,5662,11,11,10056,0,275000
Res,S,BURBERRY,Way,DOUG,DHL,"Garage,Attached","Air Cond-Central,Ceiling Fan,Cable Installed,Dbl Pane Wndw,Dog Run,Dryer,Disposal,Dishwasher,Eating Sp/Kit,Fence,Five Piece Bath,Garage Dr,High Spd Access,Mstr Bathroom,Microwave Oven,Newer Paint,Pool Community,Patio,Quick Poss,Refrigerator,Smoke Alarm,Self-Clean Oven,Sprinkler,Stove/Range/Ovn,Updated,Vaulted Ceiling,View Mountains,Washer,Wndw Cover,Walk-In Closets",Partial,Detach Singl Fam,,Two Story,Frame/Brick,Composition,Eldorado                 ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,American Title,72 hours after delivery of deed,personal belongings,No,No,Excl Right,LOT 151 HIGHLANDS RANCH #121-C. 0.139 AM/L,Out of Metro,Out of Metro,"Forced Air, Gas",Public,Public,MARK BRAUTIGAM,ALPINE REAL ESTATE,Individual,MB,BO,Yes,25,39.540166,-104.995,3,3,1409,1669,1929,186.66,157.58,80129,2,520,3,,1997,3000,2.8,2.8,1822,0,0.13,5662,2,2,0,850,259500
Res,S,WHITE OAK,St,DOUG,DHL,"Garage,Attached","Air Cond-Central,Ceiling Fan,Cable Installed,Cul-De-Sac,Dbl Pane Wndw,Deck,Disposal,Dishwasher,Eating Sp/Kit,Fence,Kitchen Island,Mstr Bathroom,Microwave Oven,Quick Poss,Refrigerator,Smoke Alarm,Skylights,Sprinkler,Stove/Range/Ovn,Sump Pump,Tile Floor,Utility Shed,Vaulted Ceiling,Wood Floors,Walk-In Closets",Partial,Detach Singl Fam,,Tri-Lvl w/Bsmt,Frame,Composition,Coyote Creek             ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,Heritage Title Company,At Delivery of Deed,None,No,No,Excl Agency,LOT 103 HIGHLANDS RANCH 110G .126 AM/L,West,South,"Forced Air, Gas",,,LISE LEBLANC,BRC  REAL ESTATE,Individual,ll,BO,Yes,25,39.530402,-105.021773,4,4,1501,1801,1935,194.54,162.13,80129,2,434,3,1,1995,3000,2.8,2.8,1811,2400,,5489,54,54,10000,0,299000
Res,A,SYLVESTOR,Trl,DOUG,DHL,Garage,"Air Cond-Central,Cable Available,Ceiling Fan,Corner,Dbl Pane Wndw,Dryer,Disposal,Dishwasher,Eating Sp/Kit,Garage Dr,High Spd Access,Jack & Jill Bath,Mstr Bathroom,Microwave Oven,Newer Carpet,Newer Paint,Quick Poss,Refrigerator,Remodeled,Self-Clean Oven,Sprinkler,Vaulted Ceiling,Wood Floors,W/W Carpet",Partial,Detach Singl Fam,,Two Story,Frame,Composition,Eldorado                 ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,Land Title,Immediately after deliver of deed,None,No,No,Excl Right,LOT 209 HIGHLANDS RANCH #121-C. 0.121 AM/L,Out of Metro,Out of Metro,Forced Air,Public,Public,MICHELLE ACKERMAN,REDFIN CORPORATION,Individual,RT,BO,Yes,25,39.539516,-104.997789,3,3,1473,1473,1908,183.23,183.23,80129,2,435,3,1,1998,2500,2.5,2.5,1860,0,,5271,50,50,0,,269900
Res,S,WOODROSE,Ln,DOUG,DHL,"Garage,Attached","Air Cond-Central,Burglar Alarm,Cable Installed,Deck,Dishwasher,Eating Sp/Kit,Fence,Golf Community,Gas Logs,Great Room,High Spd Access,Kitchen Island,Landscaped Pro,Mstr Bathroom,Microwave Oven,Newer Carpet,Newer Paint,Pool Community,Quick Poss,Refrigerator,Remodeled,Self-Clean Oven,Satellite Ant,Smoke Free,Sprinkler,Stove/Range/Ovn,Sump Pump,Tile Floor,Updated,Wndw Cover,Wood Floors,Walk-In Closets,W/W Carpet",Partial,Detach Singl Fam,,Two Story,Frame/Brick,Composition,Coyote Creek             ,Ranch View               ,Thunderridge             ,DOR1,Res,"Conventional,FHA,VA,Cash",,RE/MAX Professionals,Upon Closing and DOD,Washer & dryer,No,No,Excl Right,LOT 198 HIGHLANDS RANCH #110-I 0.129 AM/L,West,South,"Forced Air, Gas",Public,Public,KRISTI SAMUELSON,RE/MAX PROFESSIONALS,Individual,JA,BO,Yes,20,39.528524,-105.020092,3,4,1687,2387,2387,186.72,131.96,80129,2,700,3,1,1996,5000,2.8,2.8,1983,2700,0.12,5227,1,1,10311,200,309900
Res,S,CHADWICK,Cir,DOUG,DHL,"Garage,Attached","Air Cond-Central,Buyer's Warranty,Cable Installed,Dishwasher,Eating Sp/Kit,Fence,Refrigerator,View Mountains",Partial,Detach Singl Fam,,Two Story,Frame,Composition,Eldorado                 ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,Guardian Title,at closing,"washer/dryer, baby room shelving, window covs in bedrooms master bath, master bed ligh",No,No,Excl Agency,LOT 241 HIGHLANDS RANCH # 121-C 0.127 AM/L,West,South,Forced Air,Public,Public,ZOE MACAULAY,COLDWELL BANKER RESIDENTIAL 26,Individual,TK,BO,Yes,18,39.538717,-104.99669,3,3,1409,1877,1929,213.27,160.1,80129,2,520,3,1,1997,3000,2.8,2.8,1902,800,0.12,5227,2,2,9900,0,300000
Res,S,WILLOWICK,Cir,DOUG,DHL,"Garage,Attached","Air Cond-Central,Backs to Greenbt,Ceiling Fan,Cable Installed,Dbl Pane Wndw,Deck,Disposal,Formal Dining,Five Piece Bath,Gas Logs,High Spd Access,Microwave Oven,Master Suite,Newer Carpet,Smoke Alarm,Sprinkler,Stove/Range/Ovn,Wndw Cover,Wood Floors,Walk-In Closets",Full,Detach Singl Fam,,Two Story,Frame,Composition,Eldorado                 ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,RE/MAX PROFESSIONALS,48 HOURS AFTER DOD/FUNDING,"REFRIGERATOR, WASHER/DRYER NEGOTIABLE",No,No,Excl Right,LOT 123 HIGHLANDS RANCH #121-C. 0.126 AM/L,West,South,"Forced Air, Gas",Public,Public,Kelly Nichols,RE/MAX PROFESSIONALS,Relo Co,KC,BO,Yes,25,39.540645,-104.992694,3,3,1409,1879,1929,212.92,159.66,80129,2,520,3,1,1996,3000,2.8,2.8,1826,800,0.12,5227,3,3,9900,750,300000
Res,S,SPRING WATER,Way,DOUG,DHL,"Garage,Attached","Air Cond-Central,Attic Fan,Burglar Alarm,Cable Available,Ceiling Fan,Cable Installed,Cul-De-Sac,Deck,Disposal,Dishwasher,Formal Dining,Fence,Jet Action Tub,Landscaped Pro,Mstr Bathroom,Microwave Oven,Park Addl Off St,Refrigerator,Self-Clean Oven,Skylights,Stove/Range/Ovn,Tile Floor,Vaulted Ceiling,Wndw Cover,Wood Floors,Walk-In Closets,Water Purifier,W/W Carpet",Full,Detach Singl Fam,,Two Story,,,Coyote Creek             ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,Land Title,DOD,Washer and Dryer are negotiable,No,No,Excl Right,LOT 264 HIGHLANDS RANCH #110J .126 AM/L,West,South,"Forced Air, Gas",Public,Public,Trelora Team,TRELORA,Individual,jm,BO,Yes,24,39.528923,-105.006679,4,3,1658,2434,2434,180.94,123.25,80129,2,776,3,1,1995,3000,3000,3000,1979,1600,0.12,5227,33,33,10700,0,300000
Res,S,POPPY,Pl,DOUG,DHL,"Garage,Attached","Air Cond-Central,Cable Available,Dbl Pane Wndw,Disposal,Dishwasher,Eating Sp/Kit,Garage Dr,Mstr Bathroom,Microwave Oven,Newer Paint,Patio,Refrigerator,Remodeled,Stove/Range/Ovn,Updated,Vaulted Ceiling,View Mountains,Wndw Cover,Walk-In Closets,W/W Carpet",Partial,Detach Singl Fam,,Two Story,Frame,Composition,Eldorado                 ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,Colorado Western Title,After DOD & Funding,"Washer, Dryer, All Curtain Hardware, Rods & Drapes",No,No,Excl Right,LOT 73 HIGHLANDS RANCH # 121-C. 0.126 AM/L,West,South,"Forced Air, Gas",Public,Public,ANGELA FOX,THE BERKSHIRE GROUP,Individual,jm,BO,Yes,25,39.538197,-104.996157,3,3,1409,1940,1999,211.28,153.45,80129,2,590,3,,1997,3000,2.8,2.8,1801,700,0.12,5227,6,6,9900,0,289900
Res,S,STELLARS JAY,Dr,DOUG,DHL,"Garage,Attached","Air Cond-Central,Cable Available,Ceiling Fan,Cable Installed,Dbl Pane Wndw,Deck,Disposal,Dishwasher,Eating Sp/Kit,Fence,Five Piece Bath,Garage Dr,Kitchen Island,Mstr Bathroom,Microwave Oven,Quick Poss,Refrigerator,Smoke Alarm,Self-Clean Oven,Smoke Free,Sprinkler,Stove/Range/Ovn,Sump Pump,Updated,Wndw Cover,Wood Floors",Partial,Detach Singl Fam,,Two Story,Frame,Composition,Saddle Ranch             ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,Heritage Title,72 hours after DOD,Washer/ Dryer,No,No,Excl Right,LOT 289 HIGHLANDS RANCH #118G. 0.120 AM/L,West,South,"Forced Air, Gas",,,PAUL DESALVO,"FIREHOUSE HOMES,LLC",Individual,PD,BO,Yes,10,39.529461,-104.99158,3,3,1452,1872,1872,200.76,155.72,80129,2,420,3,1,1998,4000,2.8,2.8,1759,400,0.12,5227,1,1,10000,0,285000
Res,S,TIMBERVALE,Trl,DOUG,DHL,"Garage,Attached","Air Cond-Central,Cable Available,Ceiling Fan,Cook Top,Dbl Pane Wndw,Dryer,Disposal,Dishwasher,Fence,Garage Dr,Gas Logs,Loft,Mstr Bathroom,Microwave Oven,Master Suite,Newer Paint,Park Addl Off St,Patio,Refrigerator,Smoke Alarm,Self-Clean Oven,Smoke Free,Sprinkler,Tile Floor,Vaulted Ceiling,Washer,Wndw Cover,Wood Floors,W/W Carpet",Full,Detach Singl Fam,,Two Story,Frame,Composition,Eldorado                 ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,chicago title,3 days after dod,none,No,No,Excl Right,LOT 222 HIGHLANDS RANCH #121-C. 0.127 AM/L,West,South,"Forced Air, Gas",Public,Public,Matthew Sadler,KELLER WILLIAMS DENVER CENTRAL,Individual,MS,BO,Yes,21,39.53994,-104.996207,3,3,1413,1413,1983,196.74,196.74,80129,2,570,3,1,1997,3000,2.8,2.8,1812,539,0.12,5227,0,0,9700,0,280000
Res,S,BURBERRY,Way,DOUG,DHL,"Garage,Attached","Air Cond-Central,Dbl Pane Wndw,Dryer,Disposal,Dishwasher,Eating Sp/Kit,Five Piece Bath,Garage Dr,Landscaped Pro,Mstr Bathroom,Pool Community,Patio,Refrigerator,Sprinkler,Stove/Range/Ovn,Vaulted Ceiling,Washer,Wndw Cover,Wood Floors,Walk-In Closets,W/W Carpet",Partial,Detach Singl Fam,,Two Story,Frame,Composition,Eldorado                 ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA",,"RE/MAX SOUTHEAST, INC.","DOD AFTER OCTOBER 5, 2013",PERSONAL PROPERTY,No,No,Excl Agency,LOT 57 HIGHLANDS RANCH # 121-C 0.128 AM/L,West,South,"Forced Air, Gas",Public,Public,ELAINE LAIRD,RE/MAX SOUTHEAST INC,Individual,EL,BO,Yes,9,39.537214,-104.997922,3,3,1409,1409,1999,195.88,195.88,80129,2,590,3,1,1998,2000,2.8,2.8,1890,1000,,5227,6,6,9862,3400,275000
Res,S,WHITE OAK,St,DOUG,DHL,"Garage,Attached,Oversized","Air Cond-Central,Buyer's Warranty,Ceiling Fan,Dbl Pane Wndw,Disposal,Dishwasher,Eating Sp/Kit,Fence,Five Piece Bath,Gas Logs,Kitchen Island,Landscaped Pro,Newer Paint,Quick Poss,Smoke Alarm,Smoke Free,Sprinkler,Updated,Vaulted Ceiling,View Mountains,Wood Floors,Walk-In Closets,W/W Carpet",Partial,Detach Singl Fam,,Tri-Lvl w/Bsmt,,Composition,Coyote Creek             ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,Guardian Title,to be determined with offer,"washer, dryer",No,No,Excl Right,LOT 10 HIGHLANDS RANCH 110G .125 AM/L,West,South,"Forced Air, Gas",Public,Public,GIFFORD DUDLEY,COLDWELL BANKER RESIDENTIAL 26,Individual,TK,BO,Yes,25,39.532899,-105.02803,3,3,1621,1621,2069,169.03,169.03,80129,2,448,3,1,1994,5000,2.8,2.8,1834,3383,0.12,5227,19,19,10000,0,289500
Res,S,RIDDLEWOOD,Ln,DOUG,DHL,"Garage,Attached","Air Cond-Central,Cable Available,Ceiling Fan,Cul-De-Sac,Dbl Pane Wndw,Disposal,Dishwasher,Eating Sp/Kit,Garage Dr,High Spd Access,Kitchen Island,Mstr Bathroom,Microwave Oven,Newer Carpet,Quick Poss,Refrigerator,Smoke Alarm,Smoke Free,Sprinkler,Stove/Range/Ovn,Sump Pump,Tile Floor,View Mountains,Wndw Cover,Wood Floors,Walk-In Closets,W/W Carpet",Partial,Detach Singl Fam,,Tri-Lvl w/Bsmt,Frame,Composition,Eldorado                 ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,Land Title,At closing/Delivery of Deed,washer & dryer,No,No,Excl Right,LOT 132 HIGHLANDS RANCH #121-B. 0.120 AM/L,West,South,"Forced Air, Gas",Public,Public,TARA SIMMONS,INNOVATIVE REAL ESTATE,Individual,jm,BO,Yes,25,39.538497,-104.999674,2,3,1405,1405,1825,191.46,191.46,80129,2,420,3,1,1999,3000,2.8,2.8,1743,800,,5227,6,6,9900,3990,269900
Res,S,TIMBERVALE,Trl,DOUG,DHL,"Garage,Attached","Air Cond-Central,Cable Available,Ceiling Fan,Dbl Pane Wndw,Dryer,Disposal,Dishwasher,Eating Sp/Kit,Fence,Garage Dr,Great Room,Kitchen Island,Landscaped Pro,Mstr Bathroom,Microwave Oven,Newer Carpet,Newer Paint,Patio,Refrigerator,Smoke Alarm,Smoke Free,Sprinkler,Stove/Range/Ovn,Vaulted Ceiling,Washer,Wood Floors",Partial,Detach Singl Fam,,Tri-Lvl w/Bsmt,Frame/Brick,Composition,Eldorado                 ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,LAND TITLE GUARANTEE CO,TBD,SELLER'S PERSONAL PROPERTY,No,No,Excl Right,LOT 145 HIGHLANDS RANCH #121-B0.120 AM/L,West,South,"Forced Air, Gas",Public,Public,JASON REYNOLDS,BRC  REAL ESTATE,Individual,JR,BO,Yes,18,39.538703,-104.999888,2,3,1387,1387,1807,193.22,193.22,80129,2,420,3,1,1999,3000,2.8,2.8,1802,900,0.12,5227,7,7,0,4000,262900
Res,U,STELLARS JAY,Dr,DOUG,DHL,"Garage,Attached","Air Cond-Central,Ceiling Fan,Covered Patio,Dbl Pane Wndw,Deck,Dryer,Disposal,Dishwasher,Eating Sp/Kit,Fence,Garage Dr,Kitchen Island,Landscaped Pro,Microwave Oven,Newer Paint,Pool Community,Patio,Refrigerator,Smoke Alarm,Self-Clean Oven,Smoke Free,Sprinkler,Stove/Range/Ovn,Tenant Occupied,Updated,Washer,Wndw Cover,Wood Floors,Walk-In Closets,Water Softener,W/W Carpet",Partial,Detach Singl Fam,,Tri-Lvl w/Bsmt,Frame/Brick,Composition,Saddle Ranch             ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,LAND TITLE,UPON DELIVERY OF DEED,NONE,No,No,Excl Right,LOT 318 HIGHLANDS RANCH #118G. 0.120 AM/L,West,South,"Forced Air, Gas",Public,Public,Brook Willardsen,Cherry Creek Properties LLC,Individual,BW,BO,Yes,12,39.529866,-104.992066,3,3,1452,1856,1872,199.38,155.98,80129,2,420,3,1,1999,5000,2.8,2.8,1867,769,0.12,5227,32,32,10000,,289500
Res,U,HYACINTH,St,DOUG,DHL,"Garage,Attached","Air Cond-Central,Dbl Pane Wndw,Deck,Disposal,Dishwasher,Eating Sp/Kit,Formal Dining,Fence,Garage Dr,Kitchen Island,Mstr Bathroom,Pool Community,Refrigerator,Smoke Alarm,Smoke Free,Vaulted Ceiling,Wndw Cover,Wood Floors,Walk-In Closets,W/W Carpet",Partial,Detach Singl Fam,,Tri-Lvl w/Bsmt,Frame,Composition,Coyote Creek             ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,REMAX UNLIMITED INC,72 HRS FROM DOD,"WASHER AND DRYER, SECURITY SYSTEM",No,No,Excl Right,LOT 131 HIGHLANDS RANCH 110F .12 AM/L,West,South,"Forced Air, Gas",Public,Public,TROY HANSFORD,RE/MAX UNLIMITED INC,Individual,sh,BO,Yes,14,39.524929,-105.016868,2,4,1387,1637,1837,187.38,158.77,80129,2,450,3,1,1994,3000,2.8,2.8,1614,2300,0.12,5227,34,34,10000,,259900
Res,S,Woodrose,Ln,DOUG,DHL,"Garage,Attached","Air Cond-Central,Backs to Greenbt,Balcony,Backs to Open Sp,Dryer,Disposal,Dishwasher,Eating Sp/Kit,Fence,Fireplace Insert,Garage Dr,Great Room,Mstr Bathroom,Microwave Oven,Master Suite,Quick Poss,Refrigerator,Remodeled,Smoke Alarm,Self-Clean Oven,Smoke Free,Sprinkler,Tile Floor,Updated,View Mountains,Washer,Wet Bar,Wood Floors,Walk-In Closets",,Detach Singl Fam,,Two Story,Frame,Composition,Coyote Creek             ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,Fidelity National Title Company,Upon Delivery of Deed and Buyer Loan Funding,"Washer/Dryer, Seller's personal property and staging items.",No,No,Excl Agency,LOT 177 HIGHLANDS RANCH #110-I 0.115 AM/L,West,South,"Forced Air, Gas",Public,Public,JOSEPH PHILLIPS,SYNERGY REAL ESTATE TEAM,Individual,JP,BO,Yes,24,39.52893829,-105.0178986,4,4,1489,2189,2241,204.84,139.33,80129,2,752,3,1,1997,2500,2.8,2.8,2028,2800,,5009,3,3,10360,0,305000
Res,S,WOODROSE,Ln,DOUG,DHL,"Garage,Attached","Air Cond-Central,Backs to Open Sp,Ceiling Fan,Cable Installed,Dbl Pane Wndw,Deck,Disposal,Dishwasher,Eating Sp/Kit,Fence,Garage Dr,High Spd Access,Kitchen Island,Mstr Bathroom,Microwave Oven,Newer Paint,Pool Community,Refrigerator,Smoke Alarm,Self-Clean Oven,Smoke Free,Sprinkler,Stove/Range/Ovn,Updated,View Mountains,Wood Floors",Partial,Detach Singl Fam,,Two Story,Frame/Brick,Composition,Coyote Creek             ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,Chicago Title,3 Days Following DOD & Funding,"personal property, washer, dryer, TV mounts, window valances, induction stove",Yes,No,Excl Right,LOT 178 HIGHLANDS RANCH # 110-I 0.115 AM/L,West,South,"Forced Air, Gas",Public,Public,TONY WEANT,MB DELUX TEAM REALTY INC,Individual,TW,BO,Yes,25,39.52895,-105.01809,3,3,1686,1686,2434,174.67,174.67,80129,2,748,3,1,1997,3000,2.8,2.8,1937,2800,0.11,4792,64,64,10356,0,294500
Res,S,SPRING WATER,Way,DOUG,DHL,"Garage,Attached,Off Street","Air Cond-Central,Ceiling Fan,Cul-De-Sac,Dbl Pane Wndw,Deck,Disposal,Dishwasher,Formal Dining,Fence,Garage Dr,Kitchen Island,Mstr Bathroom,Microwave Oven,Newer Paint,Quick Poss,Refrigerator,Sprinkler,Wndw Cover,Walk-In Closets,W/W Carpet",Full,Detach Singl Fam,,Two Story,Frame,Concrete Tile,Coyote Creek             ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,Land Title,neg,Call Listing agent,No,No,Excl Right,LOT 267 HIGHLANDS RANCH #110J .115 AM/L,Out of Metro,Out of Metro,"Forced Air, Gas",Public,Public,Brian Lee Burke,KENNA  REAL ESTATE,Individual,bb,BO,Yes,20,39.52920914,-105.0070648,4,4,1655,2300,2315,174.62,125.65,80129,2,660,3,1,1995,3000,2.8,2.8,2113,0,,4792,4,4,0,0,295000
Res,S,MULBERRY,Ln,DOUG,DHL,"Garage,Attached","Air Cond-Central,Ceiling Fan,Cable Installed,Dbl Pane Wndw,Disposal,Dishwasher,Eating Sp/Kit,Fence,Five Piece Bath,Gas Logs,High Spd Access,Mstr Bathroom,Microwave Oven,Master Suite,Newer Paint,Park Addl Off St,Pool Community,Refrigerator,Smoke Alarm,Self-Clean Oven,Smoke Free,Sprinkler,Stove/Range/Ovn,Updated,Vaulted Ceiling,View Mountains,Wndw Cover,Wood Floors,Walk-In Closets",Partial,Detach Singl Fam,,Tri-Lvl w/Bsmt,Frame/Brick,Composition,Eldorado                 ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,LAND TITLE,,Sellers personal property,No,No,Excl Right,LOT 318 HIGHLANDS RANCH #121-B. 0.119 AM/L,West,South,"Forced Air, Gas",Public,Public,Ryan Anderson,KELLER WILLIAMS DTC,Individual,DS,BO,Yes,23,39.540718,-105.001639,3,4,1479,1890,1914,211.29,165.34,80129,2,435,3,1,1998,3500,2.8,2.8,1935,1000,0.11,4791,28,28,9700,0,305000
Res,S,DEER CREEK,St,DOUG,DHL,"Garage,Attached","Air Cond-Central,Backs to Open Sp,Cable Available,Ceiling Fan,Dbl Pane Wndw,Deck,Disposal,Dishwasher,Eating Sp/Kit,Fence,Five Piece Bath,Garage Dr,Kitchen Island,Mstr Bathroom,Microwave Oven,Newer Paint,Patio,Refrigerator,Smoke Alarm,Self-Clean Oven,Satellite Ant,Sprinkler,Stove/Range/Ovn,Sump Pump,Vaulted Ceiling,View Mountains,Wndw Cover,Wood Floors,Walk-In Closets",Full,Detach Singl Fam,,Two Story,Frame,Composition,Trailblazer              ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,American Title Services,Negotiable,Washer/Dryer,No,No,Excl Agency,LOT 35 HIGHLANDS RANCH #102A .11 AM/L,West,South,"Forced Air, Gas",,,Ashley Urbanik,YOUR CASTLE SERVICES,Individual,AU,BO,Yes,22,39.53520966,-105.0231705,4,4,1651,2469,2508,184.74,123.53,80129,2,857,3,1,1993,3000,2.5,2.5,2089,2600,0.11,4791,19,19,10100,1000,307000
Res,S,MULBERRY,Ln,DOUG,DHL,"Garage,Attached","Air Cond-Central,Dishwasher,Gas Logs,Hot Tub,Quick Poss",Partial,Detach Singl Fam,,Tri-Lvl w/Bsmt,Frame,Composition,Eldorado                 ,Ranch View               ,Thunderridge             ,DOR1,PDU,Conventional,,HERITAGE TITLE COMPANY,Immediately upon successful closing,none,No,No,Excl Right,LOT 280 HIGHLANDS RANCH 121B 0.114 AM/L,West,South,"Forced Air, Gas",Public,Public,JACQUELINE GOFSTEIN,CHERRY CREEK MEADOWS BRKR LTD,Individual,jg,BO,Yes,17,39.538359,-105.002657,4,3,1587,1937,1965,189.04,154.88,80129,2,378,3,1,1999,2000,2.8,2.8,2112,1244,0.11,4791,18,18,9500,5000,300000
Res,S,BURBERRY,Way,DOUG,DHL,Garage,"Air Cond-Central,Cable Available,Deck,Disposal,Dishwasher,Mstr Bathroom,Microwave Oven,Master Suite,Refrigerator,Sprinkler,Wood Floors",Full,Detach Singl Fam,,Two Story,Frame,Composition,Eldorado                 ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,Trinity Title,DOD,water filter and fridges in garage,No,Yes,Excl Right,LOT 106 HIGHLANDS RANCH # 121-C. 0.115 AM/L,West,South,"Forced Air, Gas",Public,Public,JAY T SANDSTROM,VISION REAL ESTATE LLC,Individual,js,BO,Yes,25,39.540201,-104.994244,3,3,1409,1409,1999,205.82,205.82,80129,2,590,3,1,1997,2000,2.8,2.8,1819,500,0.11,4791,4,4,9600,3000,287000
Res,S,SILVERBERRY,Cir,DOUG,DHL,"Garage,Attached","Ceiling Fan,Dishwasher,Eating Sp/Kit,Fence,Garage Dr,Mstr Bathroom,Microwave Oven,Master Suite,Newer Carpet,Newer Paint,Patio,Quick Poss,Refrigerator,Remodeled,Stove/Range/Ovn,Updated,Wood Floors",Partial,Detach Singl Fam,,Tri-Lvl w/Bsmt,Frame,,Eldorado                 ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,LAND TITLE,DAY AFTER CLOSING,ANY STAGING ITEMS,No,No,Excl Right,LOT 159 HIGHLANDS RANCH #121-B. 0.117 AM/L,West,South,"Forced Air, Gas",Public,Public,HADLEY ANNE OTT,HOTHEM & ASSOCIATES,Corp/Trust,HO,BO,Yes,24,39.539467,-105.000056,3,3,1587,1587,1965,179.58,179.58,80129,2,378,3,1,1997,3000,2.8,2.8,1831,800,0.11,4791,1,1,9900,0,284973
Res,S,BRIARHOLLOW,Ln,DOUG,DHL,"Garage,Attached","Air Cond-Central,Burglar Alarm,Ceiling Fan,Cable Installed,Dbl Pane Wndw,Deck,Dog Run,Dryer,Disposal,Dishwasher,Eating Sp/Kit,Fence,Garage Dr,High Spd Access,Kitchen Island,Landscaped Pro,Mstr Bathroom,Microwave Oven,Master Suite,Newer Paint,Pool Community,Quick Poss,Refrigerator,Smoke Alarm,Self-Clean Oven,Sprinkler,Stove/Range/Ovn,Tennis Court,Tile Floor,Vaulted Ceiling,Washer,Wndw Cover,Wood Floors,Walk-In Closets",Partial,Detach Singl Fam,,Two Story,Frame,Concrete Tile,Saddle Ranch             ,Ranch View               ,Thunderridge             ,DOR1,PDU,"Conventional,FHA,VA,Cash",,Guardian Title,DOD,Freezer in garage. Trampoline in back yard. Playhouse in back yard.,No,No,Excl Right,LOT 143 HIGHLANDS RANCH #118-F. 0.117 AM/L,West,Out of Metro,"Forced Air, Gas",Public,Public,CATHY PARMER,COLDWELL BANKER RESIDENTIAL 56,Individual,CP,BO,Yes,22,39.532918,-105.004755,3,3,1469,1469,1949,192.65,192.65,80129,2,480,3,,1996,2500,2.8,2.8,1816,0,,4791,10,10,0,0,288000
